Company	Full address	Street	City	State	Code
Anchor Post Iron Works	165  Broadway,New York,NY	165  Broadway	New York	NY	13
Ancona Company	10 Fenner street,Fall River,MA	10 Fenner street	Fall River	MA	13
Andrew G. Eland	256 West Twenty-third  street,New York,NY	256 West Twenty-third  street	New York	NY	13
Andrews Mill Company	Adams avenue and Leiper street,Philadelphia,PA	Adams avenue and Leiper street	Philadelphia	PA	13
Ansco Company	,Binghamton,NY		Binghamton	NY	13
Ansonia O. & C. Company	153 Main street,Ansonia,CT	153 Main street	Ansonia	CT	13
Appelbee & Neuman	100-102 Grand  street,New York,NY	100-102 Grand  street	New York	NY	13
Arlington Skirt Manufacturing Company	119 West Twenty-fifth  street,New York,NY	119 West Twenty-fifth  street	New York	NY	13
Armspear Manufacturing Company	447 West Fifty-third  street,New York,NY	447 West Fifty-third  street	New York	NY	13
Armstrong & Latta Company	532 Land Title building,Philadelphia,PA	532 Land Title building	Philadelphia	PA	13
Art Brass Company	299 East One Hundred and Thirty-fourth  street,New York,NY	299 East One Hundred and Thirty-fourth  street	New York	NY	13
Art Chandelier and Bronze Company	443 Greenwich  street,New York,NY	443 Greenwich  street	New York	NY	13
Art Metal Construction Company	,Jamestown,NY		Jamestown	NY	13
Arthur Behai Company	37-43 West Twenty-sixth  street,New York,NY	37-43 West Twenty-sixth  street	New York	NY	13
Asa Peck & Company Inc	556 Atwells avenue,Providence,RI	556 Atwells avenue	Providence	RI	13
Ashland Cotton Company	,Jewett City,CT		Jewett City	CT	13
Ashland Iron and Mining Company	,Ashland,KY		Ashland	KY	13
Atlanta Steel Company	,Atlanta,GA		Atlanta	GA	13
Atlanta Table Company	Bell and Taylor streets,Atlanta,GA	Bell and Taylor streets	Atlanta	GA	13
Atlantic	Gulf and Pacific Company,Park Row building,NY	Gulf and Pacific Company	Park Row building	NY	13
Atlantic Coast Lumber Corporation	,Georgetown,SC		Georgetown	SC	13
Atlantic Mills of Rhode Island	Manton avenue,Providence,RI	Manton avenue	Providence	RI	13
Atlas Furniture Company	Allen street extension,Jamestown,NY	Allen street extension	Jamestown	NY	13
Attawaugan Company	82 She tucket street,Norwich,CT	82 She tucket street	Norwich	CT	13
Austin Organ Company	156-166 Woodland street,Hartford,CT	156-166 Woodland street	Hartford	CT	13
Automatic Electric Company	1001 West Van Buren street,Chicago,IL	1001 West Van Buren street	Chicago	IL	13
Automatic Weighing Machine Company	136-140 Commerce street,Newark,NJ	136-140 Commerce street	Newark	NJ	13
Avery Company	,Peoria,IL		Peoria	IL	13
B. A. Ballou & Company Inc	61 Peck street,Providence,RI	61 Peck street	Providence	RI	13
B. F. Boyer Company	River avenue and East State street,Camden,NJ	River avenue and East State street	Camden	NJ	13
B. H. Janssen	East One Hundred and Thirty-second street,New York,NY	East One Hundred and Thirty-second street	New York	NY	13
B. Libman	48 West Thirty-eighth  street,New York,NY	48 West Thirty-eighth  street	New York	NY	13
B. P. Clapp Ammonia Company	257  Broadway,New York,NY	257  Broadway	New York	NY	13
Bacon Stickney & Company	650 Broadway,Albany,NY	650 Broadway	Albany	NY	13
Bailey Ornamental Iron Company	108-120 Ord street,Los Angeles,CA	108-120 Ord street	Los Angeles	CA	13
Baker & Hamilton	433-481 Brannan street,San Francisco,CA	433-481 Brannan street	San Francisco	CA	13
Ballard Vale Mills Company	,Ballard Vale,MA		Ballard Vale	MA	13
Barnard & Simonds Company Inc	Hastings street,Rochester,NY	Hastings street	Rochester	NY	13
Barney & Berry Inc	,Springfield,MA		Springfield	MA	13
Barnhart Brothers & Spindler	168 West Monroe street,Chicago,IL	168 West Monroe street	Chicago	IL	13
Bartholomay Brewery Company	550 St Paul street,Rochester,NY	550 St Paul street	Rochester	NY	13
Batchelor Timber Company	314 Bearinger building,Saginaw,MI	314 Bearinger building	Saginaw	MI	13
Bath Iron Works  Limited	4 Union street,Bath,ME	4 Union street	Bath	ME	13
Bear Mill Manufacturing Company	120 Franklin  street,New York,NY	120 Franklin  street	New York	NY	13
Bearman & Harris	71 West Twenty-third  street,New York,NY	71 West Twenty-third  street	New York	NY	13
Becker Milling Machine Company	Hyde Park station,Boston,MA	Hyde Park station	Boston	MA	13
Beckwith Organ Company Inc	Twenty-ninth and Chestnut streets,Louisville,KY	Twenty-ninth and Chestnut streets	Louisville	KY	13
Belding Brothers & Company	526  Broadway,New York,NY	526  Broadway	New York	NY	13
Bellman Brook Bleachery Company	Box 58,Fairview,NJ	Box 58	Fairview	NJ	13
Benjamin Eastwood Company	300 Straight street,Paterson,NJ	300 Straight street	Paterson	NJ	13
Bergstrom Paper Company	,Neenah,WI		Neenah	WI	13
Berkshire Knitting Mills	,Reading,PA		Reading	PA	13
Berliner  Strauss & Meyer	733-737  Broadway,New York,NY	733-737  Broadway	New York	NY	13
Berrian & Douglas	22 Thames  street,New York,NY	22 Thames  street	New York	NY	13
Beswick & Clay Company Inc	Twenty-fifth and Callowhill streets,Philadelphia,PA	Twenty-fifth and Callowhill streets	Philadelphia	PA	13
Bettendorf Axle Company	,Bettendorf,IA		Bettendorf	IA	13
Beyer & Williams Company	Main, Goodell and Washington streets,Buffalo,NY	Main, Goodell and Washington streets	Buffalo	NY	13
Bisbee-Fishburn Company	Washington and Alameda streets,Los Angeles,CA	Washington and Alameda streets	Los Angeles	CA	13
Bischof  Sterne & Stein	Pugh building,Cincinnati,OH	Pugh building	Cincinnati	OH	13
Bishop & Company	,Los Angeles,CA		Los Angeles	CA	13
Bjur Bros. Company	2572 Park avenue,New York,NY	2572 Park avenue	New York	NY	13
Blanchard Bro. & Lane	20 Bruen Street,Newark,NJ	20 Bruen Street	Newark	NJ	13
Blanchard Bros. Inc	Nineteenth street and Eighth avenue,Brooklyn,NY	Nineteenth street and Eighth avenue	Brooklyn	NY	13
Blaw Steel Construction Company	Westinghouse building,Pittsburgh,PA	Westinghouse building	Pittsburgh	PA	13
Blodgett & Orswell Company	200 Front street,Pawtucket,RI	200 Front street	Pawtucket	RI	13
Bloomsburg Silk Mill	Sixth street,Bloomsburg,PA	Sixth street	Bloomsburg	PA	13
Blount Plow Works	1128 East Illinois street,Evansville,IN	1128 East Illinois street	Evansville	IN	13
Bodcaw Lumber Company	,Stamps,AR		Stamps	AR	13
Bollinger Brothers	Fulton building,Pittsburgh,PA	Fulton building	Pittsburgh	PA	13
Bond Foundry and Machine Company	Manheim,Lancaster county,PA	Manheim	Lancaster county	PA	13
Bonnie Brothers	125 West Main street,Louisville,KY	125 West Main street	Louisville	KY	13
Bosch Magneto Company	223-225 West Forty-sixth  street,New York,NY	223-225 West Forty-sixth  street	New York	NY	13
Boston Rubber Shoe Company	140 Essex street,Boston,MA	140 Essex street	Boston	MA	13
Boucher Cork and Machine Company Inc	216-222 West Eighteenth  street,New York,NY	216-222 West Eighteenth  street	New York	NY	13
Bower & Kaufmann	Blair street and Columbia avenue,Philadelphia,PA	Blair street and Columbia avenue	Philadelphia	PA	13
Boyden Shoe Manufacturing Company	183-187 South Canal street,Newark,NJ	183-187 South Canal street	Newark	NJ	13
Brady Brass Company	200-210 Tenth street,Jersey City,NJ	200-210 Tenth street	Jersey City	NJ	13
Braman Dow & Company	239 to 245 Causeway street,Boston,MA	239 to 245 Causeway street	Boston	MA	13
Brann & Stuart Company	311 Arcade building,Philadelphia,PA	311 Arcade building	Philadelphia	PA	13
Bridgeport Deoxidized Bronze and Metal Company	429 Iranistan avenue,Bridgeport,CT	429 Iranistan avenue	Bridgeport	CT	13
Bridgeton Condensed Milk Company	110-112 Cohansey street,Bridgeton,NJ	110-112 Cohansey street	Bridgeton	NJ	13
Brigham-Hopkins Company	German and Paca streets,Baltimore,MD	German and Paca streets	Baltimore	MD	13
Brilliant Silk Manufacturing Company	387 Fourth avenue,New York,NY	387 Fourth avenue	New York	NY	13
Bristol Manufacturing Corporation	198 Coggeshall street,New Bedford,MA	198 Coggeshall street	New Bedford	MA	13
Brody & Funt	13 East Twenty-second  street,New York,NY	13 East Twenty-second  street	New York	NY	13
Brombacher Iron Works	1674 Long Beach avenue,Los Angeles,CA	1674 Long Beach avenue	Los Angeles	CA	13
Brooklyn Union Gas Company	180 Remsen street,Brooklyn,NY	180 Remsen street	Brooklyn	NY	13
Brown & Company Inc	Tenth street,Pittsburgh,PA	Tenth street	Pittsburgh	PA	13
Brown-Forman Company Inc	117 West Main street,Louisville,KY	117 West Main street	Louisville	KY	13
Bubeck & Guerin	161-163 West Eighteenth  street,New York,NY	161-163 West Eighteenth  street	New York	NY	13
Buck Glass Company	Fort avenue and Lawrence street,Baltimore,MD	Fort avenue and Lawrence street	Baltimore	MD	13
Buffalo Box Factory	365-383 Babcock street,Buffalo,NY	365-383 Babcock street	Buffalo	NY	13
Buffalo Copper and Brass Rolling Mill	446 Military road,Buffalo,NY	446 Military road	Buffalo	NY	13
Buffalo Electric Vehicle Company	1219-1223 Main street,Buffalo,NY	1219-1223 Main street	Buffalo	NY	13
Buffalo Gasoline Motor Company	1280 Niagara street,Buffalo,NY	1280 Niagara street	Buffalo	NY	13
Buffalo Structural Steel Company	166 Dart street,Buffalo,NY	166 Dart street	Buffalo	NY	13
Buffalo Union Furnace Company	51 Hamburg street,Buffalo,NY	51 Hamburg street	Buffalo	NY	13
Buffalo Wire Works Company	,Buffalo,NY		Buffalo	NY	13
Buick Motor Company	,Flint,MI		Flint	MI	13
Bull's Ferry Chemical Company	,Shadyside,NJ		Shadyside	NJ	13
Burk Brothers Inc	409 Arch street,Philadelphia,PA	409 Arch street	Philadelphia	PA	13
Burroughs Adding Machine Company	Second and Burroughs avenues,Detroit,MI	Second and Burroughs avenues	Detroit	MI	13
Bush Terminal Company	100 Broad  street,New York,NY	100 Broad  street	New York	NY	13
Butler Mill	Ruth street,New Bedford,MA	Ruth street	New Bedford	MA	13
C. A. Malm & Company	266 Bush street,San Francisco,CA	266 Bush street	San Francisco	CA	13
C. A. Woolsey Paint and Color Company	500 Grand street,Jersey City,NJ	500 Grand street	Jersey City	NJ	13
C. C. Mengel & Brother Company	Fourth and G streets,Louisville,KY	Fourth and G streets	Louisville	KY	13
C. C. Shayne & Company	126 West Forty-second  street,New York,NY	126 West Forty-second  street	New York	NY	13
C. Cowles & Company	,New Haven,CT		New Haven	CT	13
C. G. Folsom Manufacturing Company	,South Bend,IN		South Bend	IN	13
C. G. Hussey & Company	2850 Second avenue,Pittsburgh,PA	2850 Second avenue	Pittsburgh	PA	13
C. H. Cooke Company	61 Peck street,Providence,RI	61 Peck street	Providence	RI	13
C. H. Masland & Sons Inc	3236 Amber street,Philadelphia,PA	3236 Amber street	Philadelphia	PA	13
C. K. Williams & Company	,Easton,PA		Easton	PA	13
C. Kenyon Company	754 Pacific street,Brooklyn,NY	754 Pacific street	Brooklyn	NY	13
C. L. Colman Lumber Company	111 North Fifth street,La Crosse,WI	111 North Fifth street	La Crosse	WI	13
C. M. Hedden Company	232-242 Thirteenth avenue,Newark,NJ	232-242 Thirteenth avenue	Newark	NJ	13
C. P. Ford & Company	12 Commercial street,Rochester,NY	12 Commercial street	Rochester	NY	13
C. R. Carver Company	Twentieth and Clearfield streets,Philadelphia,PA	Twentieth and Clearfield streets	Philadelphia	PA	13
C. R. Wilson Body Company	Clay avenue and D.,Detroit,MI	Clay avenue and D.	Detroit	MI	13
C. S. Gibbon Company	50-54 North Fourth street,Philadelphia,PA	50-54 North Fourth street	Philadelphia	PA	13
C. S. Hammond & Company	30 Church  street,New York,NY	30 Church  street	New York	NY	13
C. S. Knowles & J. H. Parker	7 Arch street and 6 Hawley street,Boston,MA	7 Arch street and 6 Hawley street	Boston	MA	13
C. W. Ferguson Collar Company	383 Third avenue,Troy,NY	383 Third avenue	Troy	NY	13
California Cornice Works	1610 San Fernando street,Los Angeles,CA	1610 San Fernando street	Los Angeles	CA	13
California Pine Box and Lumber Company	870 Market street,San Francisco,CA	870 Market street	San Francisco	CA	13
California Portland Cement Company	American Bank building,Los Angeles,CA	American Bank building	Los Angeles	CA	13
California Well Tool and Machine Works	114-116 College street,Los Angeles,CA	114-116 College street	Los Angeles	CA	13
Calmon Asbestos and Rubber Works of America	Broadway and Fifty-eighth  street,New York,NY	Broadway and Fifty-eighth  street	New York	NY	13
Cape Brewery and Ice Company	,Cape Girardeau,MO		Cape Girardeau	MO	13
Carr-Lowrey Glass Company	Westport,Baltimore county,MD	Westport	Baltimore county	MD	13
Carter Iron Company	924 Farmers Bank building,Pittsburgh,PA	924 Farmers Bank building	Pittsburgh	PA	13
Carter Rice & Company	246 Devonshire Street,Boston,MA	246 Devonshire Street	Boston	MA	13
Caspar Lumber Company	810 Kohl building,San Francisco,CA	810 Kohl building	San Francisco	CA	13
Celfor Tool Company	,Buchanan,MI		Buchanan	MI	13
Cement Gun Company and Eastern Cement Gun Company	30 Church  street,New York,NY;	30 Church  street	New York	NY;	13
Central Coal amd Coke Company	,Kansas City,MO		Kansas City	MO	13
Central Railway Signal Company	509 Columbia Bank building,Pittsburgh,PA	509 Columbia Bank building	Pittsburgh	PA	13
Centre Foundry and Machine Company	2011-2015 Main street,Wheeling,WV	2011-2015 Main street	Wheeling	WV	13
Century Furniture Company	,Grand Rapids,MI		Grand Rapids	MI	13
Challenge Cutlery Corporation	,Bridgeport,CT		Bridgeport	CT	13
Challenge Refrigerator Company	,Grand Haven,MI		Grand Haven	MI	13
Chalmers Motor Company	Jefferson avenue and New Belt Line railroad,Detroit,MI	Jefferson avenue and New Belt Line railroad	Detroit	MI	13
Champion Blower and Forge Company	Charlotte street and Harrisburg pike,Lancaster,PA	Charlotte street and Harrisburg pike	Lancaster	PA	13
Champion Paper Cutter Company	Wayne and Sycamore streets,Piqua,OH	Wayne and Sycamore streets	Piqua	OH	13
Chapin & Gould Paper Company	,Springfield,MA		Springfield	MA	13
Charles Beck Company	609 Chestnut street,Philadelphia,PA	609 Chestnut street	Philadelphia	PA	13
Charles Berrick's Sons Company	1151 Main street,Buffalo,NY	1151 Main street	Buffalo	NY	13
Charles D. Durkee & Company	2-3 South  street,New York,NY	2-3 South  street	New York	NY	13
Charles E. Hancock Company	7 Beverly street,Providence,RI	7 Beverly street	Providence	RI	13
Charles H. Dickey & Company	Guilford avenue and Saratoga street,Baltimore,MD	Guilford avenue and Saratoga street	Baltimore	MD	13
Charles K. Fox Inc	,Haverhill,MA		Haverhill	MA	13
Charles L. Seabury & Company	,Morris Heights,NY		Morris Heights	NY	13
Charles P. Cochrane	Kensington avenue and Butler street,Philadelphia,PA	Kensington avenue and Butler street	Philadelphia	PA	13
Charles R. McCormick & Company	1 Drumm street,San Francisco,CA	1 Drumm street	San Francisco	CA	13
Charles T. Abeles & Company	,Little Rock,AR		Little Rock	AR	13
Charles T. Wills Inc	286 Fifth avenue,New York,NY	286 Fifth avenue	New York	NY	13
Charles Thuener Planing Mill Company	3800 Lucky street,St Louis,MO	3800 Lucky street	St Louis	MO	13
Charles W. Young & Company	1255 North Twenty-sixth street,Philadelphia,PA	1255 North Twenty-sixth street	Philadelphia	PA	13
Chas. A. Schieren Company	30-38 Ferry  street,New York,NY	30-38 Ferry  street	New York	NY	13
Chattanooga Medicine Company	,Chattanooga,TN		Chattanooga	TN	13
Chemical Paper Company	Jackson street,Holyoke,MA	Jackson street	Holyoke	MA	13
Cherokee Fuel Company	Dwight building,Kansas City,MO	Dwight building	Kansas City	MO	13
Chesapeake Iron Works	Bayard and Severn streets,Baltimore,MD	Bayard and Severn streets	Baltimore	MD	13
Chess & Wymond Company	Fifth street and Avery avenue,Louisville,KY	Fifth street and Avery avenue	Louisville	KY	13
Chicago Heights Land Association	La Salle and Adams streets,Chicago,IL	La Salle and Adams streets	Chicago	IL	13
Chicago Malleable Castings Company	One Hundred and Twentieth street and Center avenue,Chicago,IL	One Hundred and Twentieth street and Center avenue	Chicago	IL	13
Chicago Mill and Lumber Company	940 West Chicago avenue,Chicago,IL	940 West Chicago avenue	Chicago	IL	13
Chicago Retort and Fire Brick Company	832-872 West Adams street,Chicago,IL	832-872 West Adams street	Chicago	IL	13
Chicago Steel Foundry Company	3701 South Kedzie avenue,Chicago,IL	3701 South Kedzie avenue	Chicago	IL	13
Christman Piano Company	597-601 East One Hundred and Thirty-seventh  street,New York,NY	597-601 East One Hundred and Thirty-seventh  street	New York	NY	13
Churchill & Alden Company	984 Main street,Brockton,MA	984 Main street	Brockton	MA	13
City Baking Company	500 Equitable Life building,Baltimore,MD	500 Equitable Life building	Baltimore	MD	13
Clark Loose-Leaf Manufacturing Company	221 Fulton  street,New York,NY	221 Fulton  street	New York	NY	13
Clark Textile Company	,Saratoga Springs,NY		Saratoga Springs	NY	13
Clayton Brothers Inc	127 Duane  street,New York,NY	127 Duane  street	New York	NY	13
Cleveland Frog and Crossing Company	,Cleveland,OH		Cleveland	OH	13
Clicquot Club Company	,Millis,MA		Millis	MA	13
Cliff Paper Company	,Niagara Falls,NY		Niagara Falls	NY	13
Clinton Wire Cloth Company	,Clinton,MA		Clinton	MA	13
Coast Manufacturing and Supply Company	1022 Sixty-sixth avenue,Oakland,CA	1022 Sixty-sixth avenue	Oakland	CA	13
Cobbs & Mitchell Inc	Mitchell and Chapin streets,Cadillac,MI	Mitchell and Chapin streets	Cadillac	MI	13
Cobum Trolley Track Manufacturing Company	,Holyoke,MA		Holyoke	MA	13
Cohen & Feinberg	49-51 West Twenty-third  street,New York,NY	49-51 West Twenty-third  street	New York	NY	13
Cohen & Lang	707  Broadway,New York,NY	707  Broadway	New York	NY	13
Cohen Goldman & Company	694 Broadway,New York,NY	694 Broadway	New York	NY	13
Cohen Wiener & Company	12 East 22nd street,New York,NY	12 East 22nd street	New York	NY	13
Cohoes Rolling Mill Company	,Cohoes,NY		Cohoes	NY	13
Colburn Machine Tool Company	Buffalo and Third streets,Franklin,PA	Buffalo and Third streets	Franklin	PA	13
Cole Motor Car Company	,Indianapolis,IN		Indianapolis	IN	13
Colonial Works Inc	233 Norman avenue,Brooklyn,NY	233 Norman avenue	Brooklyn	NY	13
Columbia Box Company Inc	1900 North Market street,St Louis,MO	1900 North Market street	St Louis	MO	13
Columbia Phonograph Company General	233  Broadway,New York,NY	233  Broadway	New York	NY	13
Columbia Ribbon and Carbon Manufacturing Company	69 Wooster  street,New York,NY	69 Wooster  street	New York	NY	13
Columbia Steel and Shafting Company	1213 Empire building,Pittsburgh,PA	1213 Empire building	Pittsburgh	PA	13
Columbia Steel Company	503 Market street,San Francisco,CA	503 Market street	San Francisco	CA	13
Columbian Enameling and Stamping Company	,Terre Haute,IN		Terre Haute	IN	13
Columbian Rope Company	307-359 Genesee street,Auburn,NY	307-359 Genesee street	Auburn	NY	13
Colvin Foundry Company	191 Globe street,Providence,RI	191 Globe street	Providence	RI	13
Colwell Worsted Mills	204 Hartford avenue,Providence,RI	204 Hartford avenue	Providence	RI	13
Conkling-Armstrong Terra Cotta Company	24 South Seventh street,Philadelphia,PA	24 South Seventh street	Philadelphia	PA	13
Consolidated Coal Company	1  Broadway,New York,NY	1  Broadway	New York	NY	13
Consolidated Fruit Jar Company	62 Water street,New Brunswick,NJ	62 Water street	New Brunswick	NJ	13
Consolidated Railway Electric Lighting and Equipment Company	Hanover Bank building,Bayonne,NJ	Hanover Bank building	Bayonne	NJ	13
Consolidated Safety Pin Company	46 Far rand street,Bloomfield,NJ	46 Far rand street	Bloomfield	NJ	13
Contact Process Company	Abbott road near Lee street,Buffalo,NY	Abbott road near Lee street	Buffalo	NY	13
Continental Gin Company	,Birmingham,AL		Birmingham	AL	13
Continental Paper Bag Company	17 Battery place,New York,NY	17 Battery place	New York	NY	13
Continental Radiator and Foundry Company	1409-1411 Olive street,St Louis,MO	1409-1411 Olive street	St Louis	MO	13
Continental Silk Mills	98 Fifth avenue,New York,NY	98 Fifth avenue	New York	NY	13
Conway Veneered Door and Mantel Company	2019 St Paul avenue,Milwaukee,WI	2019 St Paul avenue	Milwaukee	WI	13
Cook's Linoleum Company	,Trenton,NJ		Trenton	NJ	13
Corlies Macy & Company	441 Pearl Street,New York,NY	441 Pearl Street	New York	NY	13
Corliss Coon & Company	373 4th avenue,New York,NY	373 4th avenue	New York	NY	13
Corn Products Refining Company	17 Battery place,New York,NY	17 Battery place	New York	NY	13
Corset H Company	40 Jackson street,Worcester,MA	40 Jackson street	Worcester	MA	13
Craddock-Terry Company	,Lynchburg,VA		Lynchburg	VA	13
Crane & MacMahon Inc	8-10 Bridge  street,New York,NY	8-10 Bridge  street	New York	NY	13
Crex Carpet Company	377  Broadway,New York,NY	377  Broadway	New York	NY	13
Crocker-McElwain Company	,Holyoke,MA		Holyoke	MA	13
Crocker-Wheeler Company	,Ampere,NJ		Ampere	NJ	13
Crouse-Hinds Company	308 West Jefferson street,Syracuse,NY	308 West Jefferson street	Syracuse	NY	13
Crown Columbia Paper Company	310 Sansome street,San Francisco,CA	310 Sansome street	San Francisco	CA	13
Culter & Proctor Stove Company	201 North Water street,Peoria,IL	201 North Water street	Peoria	IL	13
Curlee Clothing Company	1128-30 Washington avenue,Syracuse,NY	1128-30 Washington avenue	Syracuse	NY	13
Currick  Leiken & Bandler	740-744  Broadway,New York,NY	740-744  Broadway	New York	NY	13
Curtis  Towle & Paine Company	Seventh and M streets,Lincoln,NE	Seventh and M streets	Lincoln	NE	13
Curtis & Yale Company	,Wausau,WI		Wausau	WI	13
Curtis Brothers & Company	1200 South Second street,Clinton,IA	1200 South Second street	Clinton	IA	13
Cushman-Hollis Company	,Auburn,ME		Auburn	ME	13
Cutler-Hammer Manufacturing Company	,Milwaukee,WI		Milwaukee	WI	13
D & W Fuse Company	,Providence,RI		Providence	RI	13
D. & H. Scovil Inc	,Higganum,CT		Higganum	CT	13
D. E. Sicher & Company 	45-51 West Twenty-first  street,New York,NY	45-51 West Twenty-first  street	New York	NY	13
D. Goff & Sons	,Pawtucket,RI		Pawtucket	RI	13
D. M. Sechler Implement and Carriage Company	Third avenue,Moline,IL	Third avenue	Moline	IL	13
D. S. Plumb	57 East Park street,Newark,NJ	57 East Park street	Newark	NJ	13
Daggett & Ramsdell	314 West Fourteenth  street,New York,NY	314 West Fourteenth  street	New York	NY	13
Dahlstrom Metallic Door Company	Buffalo street and Blackstone avenue,Jamestown,NY	Buffalo street and Blackstone avenue	Jamestown	NY	13
Darling & Company	Union Stock Yards,Chicago,IL	Union Stock Yards	Chicago	IL	13
Dartmouth Manufacturing Corporation	corner Cove and Harbor streets,New Bedford,MA	corner Cove and Harbor streets	New Bedford	MA	13
Davidson & Finkelbrand Company	594  Broadway,New York,NY	594  Broadway	New York	NY	13
Davis & Farnum Manufacturing Company	Foundry avenue,Waltham,MA	Foundry avenue	Waltham	MA	13
Davis Hosiery Mills	,Chattanooga,TN		Chattanooga	TN	13
Davis Mills	,Fall River,MA		Fall River	MA	13
Davis-Bournonville Company	30 Church  street,New York,NY	30 Church  street	New York	NY	13
Davison Chemical Company	601-604 Keyser building,Baltimore,MD	601-604 Keyser building	Baltimore	MD	13
Defender Photo Supply Company	Argo Park,Rochester,NY	Argo Park	Rochester	NY	13
Dells Paper and Pulp Company	,Eau Claire,WI		Eau Claire	WI	13
Denning's Point Brick Works	Second street,Newburgh,NY	Second street	Newburgh	NY	13
Denny-Renton Clay and Coal Company	1007 Hoge building,Seattle,WA	1007 Hoge building	Seattle	WA	13
Detrick & Harvey Machine Company	508 East Preston street,Baltimore,MD	508 East Preston street	Baltimore	MD	13
Detroit Brass Works	Brooklyn avenue and Belt Line railroad,Detroit,MI	Brooklyn avenue and Belt Line railroad	Detroit	MI	13
Detroit Lubricator Company	 Lincoln avenue,Detroit,MI	 Lincoln avenue	Detroit	MI	13
Detroit Steel Products Company	,Detroit,MI		Detroit	MI	13
Detroit Sulphite Pulp and Paper Company	Delray and Jefferson avenues,Detroit,MI	Delray and Jefferson avenues	Detroit	MI	13
Dexter Sulphite Pulp and Paper Company	,Dexter,NY		Dexter	NY	13
Diamond Chain and Manufacturing Company	241 West Georgia street,Indianapolis,IN	241 West Georgia street	Indianapolis	IN	13
Diamond Crystal Salt Company	,St Clair,MI		St Clair	MI	13
Dick & Brothers' Quincy Brewery Company	,Quincy,IL		Quincy	IL	13
Dickson & Eddy	17 Battery place,New York,NY	17 Battery place	New York	NY	13
Didier-March Company	,Keasbey,NJ		Keasbey	NJ	13
Dienelt & Eisenhardt Inc	1304 North Howard street,Philadelphia,PA	1304 North Howard street	Philadelphia	PA	13
Diller  Caskey & Keen	Southwest corner Sixth and Berks streets,Philadelphia,PA	Southwest corner Sixth and Berks streets	Philadelphia	PA	13
Doctor Miles' Medical Company	,Elkhart,IN		Elkhart	IN	13
Dodge & Bliss Company	West Side avenue,Jersey City,NJ	West Side avenue	Jersey City	NJ	13
Dodge Brothers	1678-1724 James Campaw avenue,Detroit,MI	1678-1724 James Campaw avenue	Detroit	MI	13
Dodge Clothespin Company	,Richwood,WV		Richwood	WV	13
Doiuneyer	Gardner Company,Peoria,IL	Gardner Company	Peoria	IL	13
Doniphan Lumber Company	,Kensett,AR		Kensett	AR	13
Dow Wire and Iron Works	,Louisville,KY		Louisville	KY	13
Dr. Hess & Clark	,Ashland,OH		Ashland	OH	13
Dundee Textile Company	,Passaic,NJ		Passaic	NJ	13
Dungan Hood & Company	2100 North American street,Philadelphia,PA	2100 North American street	Philadelphia	PA	13
Dunkerson & Company Inc	1216-1220 Rowan street,Louisville,KY	1216-1220 Rowan street	Louisville	KY	13
Dunn Worsted Mills	Mill street,Woonsocket,RI	Mill street	Woonsocket	RI	13
Duquesne Steel Founder Company	Arrott building,Pittsburgh,PA	Arrott building	Pittsburgh	PA	13
E. A. Bliss Company	Cambridge street,Meriden,CT	Cambridge street	Meriden	CT	13
E. A. Gillett & Sons	286 Rutherford avenue,Boston,MA	286 Rutherford avenue	Boston	MA	13
E. A. Mallory & Sons Inc	,Danbury,CT		Danbury	CT	13
E. A. Smith	,Charlotte,NC		Charlotte	NC	13
E. B. Foss & Company	,Bay City,MI		Bay City	MI	13
E. D. Jones & Sons Company	25 Depot street,Pittsfield,MA	25 Depot street	Pittsfield	MA	13
E. E. Taylor Company	57 Lincoln street,Boston,MA	57 Lincoln street	Boston	MA	13
E. F. Caldwell Company	36-40 West Fifteenth  street,New York,NY	36-40 West Fifteenth  street	New York	NY	13
E. F. Collins & Sons	156-178 Lyman street,Springfield,MA	156-178 Lyman street	Springfield	MA	13
E. H. Stafford Manufacturing Company	218 South Wabash avenue,Chicago,IL	218 South Wabash avenue	Chicago	IL	13
E. K. Wood Lumber Company	112 Market street,San Francisco,CA	112 Market street	San Francisco	CA	13
E. M. Dart Manufacturing Company	136 Clifford street,Providence,RI	136 Clifford street	Providence	RI	13
E. Pritchard	331 Spring  street,New York,NY	331 Spring  street	New York	NY	13
E. R. Durkee & Company	534-540 Washington  street,New York,NY	534-540 Washington  street	New York	NY	13
E. R. Smith & Company	77 Bedford street,Boston,MA	77 Bedford street	Boston	MA	13
E. R. Wagner Manufacturing Company	,North Milwaukee,WI		North Milwaukee	WI	13
E. V. Connett & Company	14 Washington place,New York,NY	14 Washington place	New York	NY	13
E. Van Noorden Company	100 Magazine street,Boston,MA	100 Magazine street	Boston	MA	13
E. W. Bliss Company	17 Adams street,Brooklyn,NY	17 Adams street	Brooklyn	NY	13
E. W. Emery Company	246 Fifth avenue,New York,NY	246 Fifth avenue	New York	NY	13
E. W. McKenna	Railway Exchange,Chicago,IL	Railway Exchange	Chicago	IL	13
Eagle Roller Mill Company	New Ulm,Brown county,MN	New Ulm	Brown county	MN	13
East Jersey Pipe Company	50 Church  street,New York,NY	50 Church  street	New York	NY	13
Eastern Tablet Company	,Albany,NY		Albany	NY	13
Eastern Tanners Glue Company	,Gowanda,NY		Gowanda	NY	13
Easton Silk Company	16 Butler street,Easton,PA	16 Butler street	Easton	PA	13
