Company	Full address	Street	City	State	Code
Hart & Murphy	455-457 Jackson street,St Paul,MN	455-457 Jackson street	St Paul	MN	19
Aug. Goertz & Company	278 Morris avenue,Newark,NJ	278 Morris avenue	Newark	NJ	19
The Cutter Electrical and Manufacturing Company	Nineteenth and Hamilton streets,Philadelphia,PA	Nineteenth and Hamilton streets	Philadelphia	PA	19
Farr Alpaca Company	,Holyoke,MA		Holyoke	MA	19
The H. D. Beach Company	,Coshocton,OH		Coshocton	OH	19
Searle Manufacturing Company	701-715 River street,Troy,NY	701-715 River street	Troy	NY	19
A. P. Little	,Rochester,NY		Rochester	NY	19
Paye & Baker Manufacturing Company	,North Attleboro,MA		North Attleboro	MA	19
Barnard & Leas Manufacturing Company	,Moline,IL		Moline	IL	19
Joseph Campbell Company	32 North Front street,Camden,NJ	32 North Front street	Camden	NJ	19
H. J. Heinz Company	,Pittsburgh,PA		Pittsburgh	PA	19
Manville Company	Board of Trade building,Providence,RI	Board of Trade building	Providence	RI	19
Power Specialty Company	in  Broadway,New York,NY	in  Broadway	New York	NY	19
International Harvester Company of America	606 South Michigan avenue,Chicago,IL	606 South Michigan avenue	Chicago	IL	19
West Virginia Pulp and Paper Company	200 Fifth avenue,New York,NY	200 Fifth avenue	New York	NY	19
The Atchison Saddlery Company	Kansas avenue,Atchison,KS	Kansas avenue	Atchison	KS	19
Towle Manufacturing Company	,Newburyport,MA		Newburyport	MA	19
United Shirt and Collar Company	,Troy,NY		Troy	NY	19
G. & H. Barnett Company (Black Diamond File Works)	1078 Frank-ford avenue,Philadelphia,PA	1078 Frank-ford avenue	Philadelphia	PA	19
The C. Pardee Works	,Perth Amboy,NJ		Perth Amboy	NJ	19
W. C. Ritchie & Company	Van Buren and Green streets,Chicago,IL	Van Buren and Green streets	Chicago	IL	19
L. Adler Bros & Company	86 to 94 St Paul street,Rochester,N.	86 to 94 St Paul street	Rochester	N.	19
Island Paper Company	,Menasha,WI		Menasha	WI	19
Nelson-Matter Furniture Company	37 Canal street,Grand Rapids,MI	37 Canal street	Grand Rapids	MI	19
Brookside Mills	,Knoxville,TN		Knoxville	TN	19
Hanan & Son	Front, Bridge and Water stfeets,Brooklyn,NY	Front, Bridge and Water stfeets	Brooklyn	NY	19
The Blymyer Iron Works Company	293^ Spring Grove avenue,Cincinnati,OH	293^ Spring Grove avenue	Cincinnati	OH	19
Greenpoint Metallic Bed Company	226 Franklin street,Brooklyn,NY	226 Franklin street	Brooklyn	NY	19
Wilcox Crittenden & Company	,Middletown,CT		Middletown	CT	19
L. Wolff Manufacturing Company	601-627 West Lake street,Chicago,IL	601-627 West Lake street	Chicago	IL	19
The Favorite Stove and Range Company	,Piqua,OH		Piqua	OH	19
J. M. Card Lumber Company	East End,Chattanooga,TN	East End	Chattanooga	TN	19
Calculagraph Company	1429 Jewelers' building,New York,NY	1429 Jewelers' building	New York	NY	19
Trimont Manufacturing Company	55-71 Amory street,Roxbury,MA	55-71 Amory street	Roxbury	MA	19
Thomas Maddock's Sons Company	106 Ewing street,Trenton,NJ	106 Ewing street	Trenton	NJ	19
Electric Wheel Company	,Quincy,IL		Quincy	IL	19
Hart Manufacturing Company	103 Allyn street,Hartford,CT	103 Allyn street	Hartford	CT	19
C. F. Wolff & Son	155-159 West Ohio street,Chicago,IL	155-159 West Ohio street	Chicago	IL	19
Otis Elevator Company	Eleventh avenue and Twenty-sixth  street,New York,NY	Eleventh avenue and Twenty-sixth  street	New York	NY	19
Conroy-Prugh Company	1430-1436 Western avenue,Pittsburgh,PA	1430-1436 Western avenue	Pittsburgh	PA	19
Jacob Ruppert	1639 Third avenue,New York,NY	1639 Third avenue	New York	NY	19
Rand	McNally & Co^ 536 South Clark street,Chicago,IL	McNally & Co^ 536 South Clark street	Chicago	IL	19
Bass-Hueter Paint Company	816 Mission street,San Francisco,CA	816 Mission street	San Francisco	CA	19
Warren Manufacturing Company	,Warren,RI		Warren	RI	19
United States Whip Company	,Westfield,MA		Westfield	MA	19
The Goodyear Tire and Rubber Company	1144 East Market street,Akron,OH	1144 East Market street	Akron	OH	19
R. R. Donnelley & Sons Company 	Plymouth Place,Chicago,IL	Plymouth Place	Chicago	IL	19
Dunham  Carrigan & Hayden Company	100 to 140 Kansas street,San Francisco,CA	100 to 140 Kansas street	San Francisco	CA	19
Rome Brass and Copper Company	corner Dominick and Bouck streets,Rome,NY	corner Dominick and Bouck streets	Rome	NY	19
McConnell Manufacturing Company	,Hornell,NY		Hornell	NY	19
The Puget Sound Iron and Steel Works	,Tacoma,WA		Tacoma	WA	19
The Corbin Screw Corporation	corner Myrtle and High streets,New Britain,CT	corner Myrtle and High streets	New Britain	CT	19
C. T. Ham Manufacturing Company	63-101 Parkway,Rochester,NY	63-101 Parkway	Rochester	NY	19
Chicago Varnish Company	2100 Elston avenue,Chicago,IL	2100 Elston avenue	Chicago	IL	19
J. Stevens Arms and Tool Company	,Chicopee Falls,MA		Chicopee Falls	MA	19
George Frost Company	551 Tremont street,Boston,MA	551 Tremont street	Boston	MA	19
Hall & Ruckel	215 Washington  street,New York,NY	215 Washington  street	New York	NY	19
The Bass Foundry and Machine Company	,Fort Wayne,IN		Fort Wayne	IN	19
Stanley G. Flagg & Company	1421 Chestnut street,Philadelphia,PA	1421 Chestnut street	Philadelphia	PA	19
The Best Light Company	726-800 East Fifth street,Canton,OH	726-800 East Fifth street	Canton	OH	19
Wheeling Steel and Iron Company	Main and South streets,Wheeling,WV	Main and South streets	Wheeling	WV	19
The H. F. Taintor Manufacturing Company	2 Rector  street,New York,NY	2 Rector  street	New York	NY	19
Boston and Lockport Block Company	100 Condor street,East Boston,MA	100 Condor street	East Boston	MA	19
The Taplin Manufacturing Company	65 Arch street,New Britain,CT	65 Arch street	New Britain	CT	19
Stahl Urban & Company	Ohio Street,Terre Haute,IN	Ohio Street	Terre Haute	IN	19
The H. Wetter Manufacturing Company	,Memphis,TN		Memphis	TN	19
The L. S. Starrett Company	,Athol,MA		Athol	MA	19
Textile Machine Works	,Reading,PA		Reading	PA	19
Peace Dale Manufacturing Company	,Peace Dale,RI		Peace Dale	RI	19
George G. Page Box Company	1-13 Hampshire street,Cambridge,MA	1-13 Hampshire street	Cambridge	MA	19
Pennsylvania Engineering Works	,New Castle,PA		New Castle	PA	19
Stewart Iron Company Ltd	,Sharon,PA		Sharon	PA	19
Portland Lumber Company	,Portland,OR		Portland	OR	19
Clifton Manufacturing Company	,Clifton,SC		Clifton	SC	19
Peter Klemer	Main and East streets,New Albany,IN	Main and East streets	New Albany	IN	19
The Heyden Chemical Works	135 William  street,New York,NY	135 William  street	New York	NY	19
International Stock Food Company	,Minneapolis,MN		Minneapolis	MN	19
W. S. Nott Company	201 North Third street,Minneapolis,MN	201 North Third street	Minneapolis	MN	19
The Floyd-Wells Company	,Royersford,PA		Royersford	PA	19
Field Force Pump Company	,Elmira,NY		Elmira	NY	19
The Gardner Governor Company	,Quincy,IL		Quincy	IL	19
Harrison & Smith Company	620-62C Fourth street South,Minneapolis,MN	620-62C Fourth street South	Minneapolis	MN	19
Llewellyn Iron Works	,Los Angeles,CA		Los Angeles	CA	19
The Eagle White Lead Company	1030 Broadway,Cincinnati,OH	1030 Broadway	Cincinnati	OH	19
W. S. Dickey Clay Manufacturing Company. New York Life building	,Kansas City,MO		Kansas City	MO	19
Chicago Wheel and Manufacturing Company	1101 West Monroe street,Chicago,IL	1101 West Monroe street	Chicago	IL	19
Consolidated Rubber Tire Company	20 Vesey  street,New York,NY	20 Vesey  street	New York	NY	19
Peter Gray & Sons Inc	286 Third street,East Cambridge,MA	286 Third street	East Cambridge	MA	19
E. P. Reed & Company	2S0 North Goodman street,Rochester,NY	2S0 North Goodman street	Rochester	NY	19
The Midland Bridge Company	504-510 Midland building,Kansas City,MO	504-510 Midland building	Kansas City	MO	19
The Walter M. Lowney Company	486 Hanover street,Boston,MA	486 Hanover street	Boston	MA	19
Johnson & Johnson	,New Brunswick,NJ		New Brunswick	NJ	19
The O. & W. Thum Company	410 Straight street,Grand Rapids,MI	410 Straight street	Grand Rapids	MI	19
The Bagley & Sewall Company	,Watertown,NY		Watertown	NY	19
Harris Wolff	5'8-534 West Twenty-sixth  street,New York,NY	5'8-534 West Twenty-sixth  street	New York	NY	19
Chas. M. Higgins & Company	271 Ninth street,Brooklyn,NY	271 Ninth street	Brooklyn	NY	19
Velie Carriage Company	,Moline,IL		Moline	IL	19
Chace Mills	,Fall River,MA		Fall River	MA	19
Northland Pine Company	3201 Second street North,Minneapolis,MN	3201 Second street North	Minneapolis	MN	19
Morgan & Wright	,Detroit,MI		Detroit	MI	19
Cheney Brothers	,South Manchester,CT		South Manchester	CT	19
The Cardwell Machine Company	1900 East Cary street,Richmond,VA	1900 East Cary street	Richmond	VA	19
Western Gas Construction Company	,Fort Wayne,IN		Fort Wayne	IN	19
Binney & Smith Company	81-83 Fulton  street,New York,NY	81-83 Fulton  street	New York	NY	19
Phillips Mine and Mill Supply Company	2227 Jane street,Pittsburgh,PA	2227 Jane street	Pittsburgh	PA	19
Union Carbide Company	Forty-second street building,New York,NY	Forty-second street building	New York	NY	19
The R. Neumann Hardware Company	7-19 St Francis street,Newark,NJ	7-19 St Francis street	Newark	NJ	19
J. Wiss & Sons Company	15-33 Littleton avenue,Newark,NJ	15-33 Littleton avenue	Newark	NJ	19
American Radiator Company	816-822 South Michigan avenue,Chicago,IL	816-822 South Michigan avenue	Chicago	IL	19
American Brick Company	,Berlin,CT		Berlin	CT	19
E. L. Spencer Company Inc	95 Chestnut street,Providence,RI	95 Chestnut street	Providence	RI	19
Union Petroleum Company	135 South Second street,Philadelphia,PA	135 South Second street	Philadelphia	PA	19
Vitrified Wheel Company	,Westfield,MA		Westfield	MA	19
International Cutlery Company	Sandusky and State streets,Fremont,OH	Sandusky and State streets	Fremont	OH	19
Lamson & Goodnow Manufacturing Company	,Shelburne Falls,MA		Shelburne Falls	MA	19
Charles C. Kellogg & Sons Company	68 Seneca street,Utica,NY	68 Seneca street	Utica	NY	19
A. J. Tower Company	24 Simmons street,Boston,MA	24 Simmons street	Boston	MA	19
Ferguson-McKinney Dry Goods Company	Washington avenue and Twelfth street,St Louis,MO	Washington avenue and Twelfth street	St Louis	MO	19
Avalon Knitwear Company	corner Broad and Mohawk streets,Utica,NY	corner Broad and Mohawk streets	Utica	NY	19
The Northwestern Gas Light and Coke Company	115 Oak Park avenue North,Oak Park,IL	115 Oak Park avenue North	Oak Park	IL	19
J. Allen Smith & Company Inc	,Knoxville,TN		Knoxville	TN	19
Alger Smith & Company	,Duluth,MN		Duluth	MN	19
The N. K. Fairbank Company. 	7 South Dearborn street,Chicago,IL	7 South Dearborn street	Chicago	IL	19
The Troy Carriage Sunshade Company	,Troy,OH		Troy	OH	19
Melville Clark Piano Company	Fine Arts building,Chicago,IL	Fine Arts building	Chicago	IL	19
Hall Hartwell & Company	,Troy,NY		Troy	NY	19
Roe Stephens Manufacturing Company	Clayton street and Parkinson avenue,Detroit,MI	Clayton street and Parkinson avenue	Detroit	MI	19
Luther Manufacturing Company	240 Hartwell street,Fall River,MA	240 Hartwell street	Fall River	MA	19
Vermont Farm Machine Company	,Bellows Falls,VT		Bellows Falls	VT	19
James Cunningham Son & Company	,Rochester,NY		Rochester	NY	19
Standard Varnish Works 	Elm Park,Port Richmond,NY	Elm Park	Port Richmond	NY	19
Sargent & Company	94 Centre  street,New York,NY	94 Centre  street	New York	NY	19
International Paper Company	30 Broad  street,New York,NY	30 Broad  street	New York	NY	19
Warwood Tool Company	,Wheeling,W.		Wheeling	W.	19
Chicago Car Heating Company	Railway Exchange building,Chicago,IL	Railway Exchange building	Chicago	IL	19
Dexter Lambert & Company	,Paterson,NJ		Paterson	NJ	19
The Hussey Company	861 Broad street,Providence,RI	861 Broad street	Providence	RI	19
The Arabol Manufacturing Company	100 William  street,New York,NY	100 William  street	New York	NY	19
Duncan Foundry and Machine Works	,Alton,IL		Alton	IL	19
Carver Cotton Gin Company	,Fast Bridgewater,MA		Fast Bridgewater	MA	19
Almy Water-Tube Boiler Company	178 Allens avenue,Providence,RI	178 Allens avenue	Providence	RI	19
Standard Paper Manufacturing Company	,Richmond,VA		Richmond	VA	19
The Baker Printing Company	251 Market street,Newark,NJ	251 Market street	Newark	NJ	19
Josiah Anstice & Company	220 North Water street,Rochester,NY	220 North Water street	Rochester	NY	19
Derby Desk Company	Winter Hill station,Boston,MA	Winter Hill station	Boston	MA	19
Monroe Refrigerator Company	,Lockland,OH		Lockland	OH	19
Murphy-Travis Company	corner Third avenue South and Sixth street,Minneapolis,MN	corner Third avenue South and Sixth street	Minneapolis	MN	19
American Brake Shoe and Foundry Company	,Mahwah,NJ		Mahwah	NJ	19
Herman Behr & Company	75 Beekman  street,New York,NY	75 Beekman  street	New York	NY	19
Southworth Company	Front street,Mittineague,MA	Front street	Mittineague	MA	19
Detroit Copper and Brass Rolling Mills	Clark avenue below Wabash railroad,Detroit,MI	Clark avenue below Wabash railroad	Detroit	MI	19
Ilsley Doubleday & Company	229-231 Front street,New York,NY	229-231 Front street	New York	NY	19
Amazon Knitting Company	,Muskegon,MI		Muskegon	MI	19
Lymansville Company	,Providence,RI		Providence	RI	19
James L. Howard & Company	438 Asylum street,Hartford,CT	438 Asylum street	Hartford	CT	19
Underwood Typewriter Company	30 Vesey  street,New York,NY	30 Vesey  street	New York	NY	19
Faries Manufacturing Company	,Decatur,IL		Decatur	IL	19
F. E. Kohler Company	1006 East Tuscarawas street,Canton,OH	1006 East Tuscarawas street	Canton	OH	19
Hermann Oak Leather Company	4056 North Main street,St Louis,MO	4056 North Main street	St Louis	MO	19
Inman-Poulsen Lumber Company	,Portland,OR		Portland	OR	19
C. Dorflinger'& Sons	36 Moirray  street,New York,NY	36 Moirray  street	New York	NY	19
Phoenix Furniture Company	,Grand Rapids,MI		Grand Rapids	MI	19
Union Iron Works	600 East William street,Decatur,IL	600 East William street	Decatur	IL	19
Gordon & Ferguson Inc	Gordon square,St Paul,MN	Gordon square	St Paul	MN	19
John .Mohr & Sons	349-359 West Illinois street,Chicago,IL	349-359 West Illinois street	Chicago	IL	19
I. B. Williams & Sons	,Dover,NH		Dover	NH	19
Commonwealth Steel Company	Pierce building,St Louis,MO	Pierce building	St Louis	MO	19
The Firth Carpet Company	,Firthcliffe,NY		Firthcliffe	NY	19
Gould & Eberhardt	97 New Jersey Railroad avenue,Newark,NJ	97 New Jersey Railroad avenue	Newark	NJ	19
The Taylor & Boggis Foundry Company	1913 West Third street,Cleveland,OH	1913 West Third street	Cleveland	OH	19
J. M. Kohler Sons Company	,Sheboygan,WI		Sheboygan	WI	19
Joseph Dixon Crucible Company	,Jersey City,NJ		Jersey City	NJ	19
The Sigourney Tool Company	,Hartford,CT		Hartford	CT	19
Leighton Machine Company	Kingston and Hayward streets,Manchester,NH	Kingston and Hayward streets	Manchester	NH	19
The Plume & Atwood Manufacturing Company	42nd street,New York,NY	42nd street	New York	NY	19
Alexander Brothers	414-416 North Third street,Philadelphia,PA	414-416 North Third street	Philadelphia	PA	19
The Bickford & Francis Belting Company	35 Pearl street,Buffalo,NY	35 Pearl street	Buffalo	NY	19
Betts Machine Company	,Wilmington,DE		Wilmington	DE	19
Dugan & Hudson Company	corner Fitzhugh and Allen streets,Rochester,NY	corner Fitzhugh and Allen streets	Rochester	NY	19
The Johns-Pratt Company	555 Capitol avenue,Hartford,CT	555 Capitol avenue	Hartford	CT	19
A. F. Gallun & Sons	1000 North Water street,Milwaukee,WI	1000 North Water street	Milwaukee	WI	19
Northampton Cutlery Company	,Northampton,MA		Northampton	MA	19
The Calvert Lithographing Company	,Detroit,MI		Detroit	MI	19
Charles A. Eaton Company	147 Centre street,Brockton,MA	147 Centre street	Brockton	MA	19
White Sewing Machine Company	842 East Seventy-ninth street,Cleveland,OH	842 East Seventy-ninth street	Cleveland	OH	19
Philadelphia Quartz Company	121 South Third street,Philadelphia,PA	121 South Third street	Philadelphia	PA	19
M. A. Donohue & Company	701-729 South Dearborn street,Chicago,IL	701-729 South Dearborn street	Chicago	IL	19
Morgan-Gardner Electric Company	Twenty-seventh street and Shields avenue,Chicago,IL	Twenty-seventh street and Shields avenue	Chicago	IL	19
A. H. Heisey & Company Inc	,Newark,OH		Newark	OH	19
Wisconsin Tissue Paper Company	John street,Appleton,WI	John street	Appleton	WI	19
Buffalo Weaving and Belting Company	234 Chandler street,Buffalo,NY	234 Chandler street	Buffalo	NY	19
Reeves & Company	,Columbus,IN		Columbus	IN	19
Waltham Emery Wheel Company	115 Bacon street,Waltham,MA	115 Bacon street	Waltham	MA	19
W. P. Fuller & Company	Mission and Beale streets,San Francisco,CA	Mission and Beale streets	San Francisco	CA	19
Firth-Sterling Steel Company  	Demmler Station,McKeesport,PA	Demmler Station	McKeesport	PA	19
Buckwalter Stove Company	,Royersford,PA		Royersford	PA	19
South Bend Woolen Company	218 East La Salle avenue,South Bend,IN	218 East La Salle avenue	South Bend	IN	19
The Ault & Wiborg Company  	,Cincinnati,OH		Cincinnati	OH	19
T. P. Howell & Company	New and Nuttman streets,Newark,NJ	New and Nuttman streets	Newark	NJ	19
Pfister & Vogel Leather Company	First avenue and Oregon street,Milwaukee,WI	First avenue and Oregon street	Milwaukee	WI	19
Balbach Smelting and Refining Company	580 Market street,Newark,NJ	580 Market street	Newark	NJ	19
The Cronk & Carrier Manufacturing Company	,Elmira,NY		Elmira	NY	19
Saugerties Manufacturing Company	,Saugerties,NY		Saugerties	NY	19
The New Britain Machine Company	,New Britain,CT		New Britain	CT	19
Joseph Schlitz Brewing Company	Third and Galena streets,Milwaukee,WI	Third and Galena streets	Milwaukee	WI	19
McCaffrey File Company	Fifth and Berks streets,Philadelphia,PA	Fifth and Berks streets	Philadelphia	PA	19
Bristol-Myers Company	281 Greene avenue,Brooklyn,NY	281 Greene avenue	Brooklyn	NY	19
Reo Motor Car Company	Washington avenue South,Lansing,MI	Washington avenue South	Lansing	MI	19
Pennsylvania Rubber Company	,Jeannette,PA		Jeannette	PA	19
Louis	,Louis,MO		Louis	MO	19
Grand Rapids Show Case Company	 Canal, Ottawa and Coldbrook streets,Grand Rapids,MI	 Canal, Ottawa and Coldbrook streets	Grand Rapids	MI	19
Westerman & Company	,Lockport,NY		Lockport	NY	19
American Steam Gauge and Valve Manufacturing Company	208 Camden street,Boston,MA	208 Camden street	Boston	MA	19
William Barker Company	,Troy,NY		Troy	NY	19
The Harkness & Cowing Company	Station P,Cincinnati,OH	Station P	Cincinnati	OH	19
The Huttig Sash and Door Company	1206 Manchester road,St Louis,MO	1206 Manchester road	St Louis	MO	19
Franklin H. Kalbfleisch Company	31 Union square,New York,NY	31 Union square	New York	NY	19
L. O. Koven & Brother	50 Cliff  street,New York,NY	50 Cliff  street	New York	NY	19
Stewart Heater Company	391 Norfolk avenue,Buffalo,NY	391 Norfolk avenue	Buffalo	NY	19
The Geometric Tool Company	Blake and Valley streets,New Haven,CT	Blake and Valley streets	New Haven	CT	19
D. Eddy & Sons Company	336 Adams street,Boston,MA	336 Adams street	Boston	MA	19
A. B. Fiedler & Sons	367 West Adams street,Chicago,IL	367 West Adams street	Chicago	IL	19
McLoughlin Brothers	890  Broadway,New York,NY	890  Broadway	New York	NY	19
United States Glass Company	Ninth and Bingham streets,Pittsburgh,PA	Ninth and Bingham streets	Pittsburgh	PA	19
The McConway & Torley Company	Forty-eighth street and Allegheny Valley railway,Pittsburgh,PA	Forty-eighth street and Allegheny Valley railway	Pittsburgh	PA	19
Universal Caster and Foundry Company	29 West Forty-second  street,New York,NY	29 West Forty-second  street	New York	NY	19
The Aultman & Taylor Machinery Company	,Mansfield,OH		Mansfield	OH	19
William H. Haskell Manufacturing Company	451 Main street,Pawtucket,RI	451 Main street	Pawtucket	RI	19
N. Clark & Sons	116 Natoma street,San Francisco,CA	116 Natoma street	San Francisco	CA	19
Mergenthaler Linotype Company	Tribune building,New York,NY	Tribune building	New York	NY	19
Covert Manufacturing Company	1555 Fifth avenue,Troy,NY	1555 Fifth avenue	Troy	NY	19
Brennan & White	54-74 Classon avenue,Brooklyn,NY	54-74 Classon avenue	Brooklyn	NY	19
The Grasselli Chemical Company	80 Maiden lane,New york,NY	80 Maiden lane	New york	NY	19
Hampshire Paper Company	,South Hadley Falls,MA		South Hadley Falls	MA	19
Utica Steam and Mohawk Valley Cotton Mills	245 State street,Utica,NY	245 State street	Utica	NY	19
Townsend  Grace Company	209-211 West Fayette street,Baltimore,MD	209-211 West Fayette street	Baltimore	MD	19
Weston Electrical Instrument Company	Waverly Park,Newark,NJ	Waverly Park	Newark	NJ	19
Marietta Chair Company	Sixth and Putnam streets,Marietta,OH	Sixth and Putnam streets	Marietta	OH	19
The Bonnot Company	,Canton,OH		Canton	OH	19
M. D. Valentine & Brother Company	,Woodbridge,NJ		Woodbridge	NJ	19
Emil Weissbrod & Sons Incorporated	,Greenfield,MA		Greenfield	MA	19
Heintz Brothers	86 Ellicott street ,Buffalo,NY	86 Ellicott street 	Buffalo	NY	19
Webster Manufacturing Company	Station B,Superior,WI	Station B	Superior	WI	19
The Higgin Manufacturing Company 	Fifth street,Newport,KY	Fifth street	Newport	KY	19
York Safe and Lock Company	,York,PA		York	PA	19
New York Shipbuilding Company	Broadway and Fairview streets,Camden,NJ	Broadway and Fairview streets	Camden	NJ	19
Yawman & Erbe Manufacturing Company	424 St Paul street,Rochester,NY	424 St Paul street	Rochester	NY	19
Webster Company	,North Attleboro,MA		North Attleboro	MA	19
The Acme Shear Company	100 Hicks street,Bridgeport,CT	100 Hicks street	Bridgeport	CT	19
Langslow-Fowler Company	,Rochester,NY		Rochester	NY	19
Fulton Engine Works 	 Alhambra avenue,Los Angeles,CA	 Alhambra avenue	Los Angeles	CA	19
The Cleveland Twist Drill Company	East Forty-ninth street and Lakeside avenue Northeast,Cleveland,OH	East Forty-ninth street and Lakeside avenue Northeast	Cleveland	OH	19
Evens & Howard Fire Brick Company	920 Market street,St Louis,MO	920 Market street	St Louis	MO	19
H. T. Hayward	Mason's Crossing,Franklin,MA	Mason's Crossing	Franklin	MA	19
Royal Furniture Company	,Grand Rapids,MI		Grand Rapids	MI	19
The Charles Boldt Company	,Cincinnati,OH		Cincinnati	OH	19
John Simmons Company	102-110 Centre  street,New York,NY	102-110 Centre  street	New York	NY	19
Elk Tanning Company 	,Ridgway,PA		Ridgway	PA	19
Rogers Brown & Company	,Cincinnati,OH		Cincinnati	OH	19
The Garvin Machine Company	137-141 Varick  street,New York,NY	137-141 Varick  street	New York	NY	19
The Goulds Manufacturing Company	,Seneca Falls,NY		Seneca Falls	NY	19
Merrimack Manufacturing Company	53 State street,Boston,MA	53 State street	Boston	MA	19
Vaughan & Bushnell Manufacturing Company	2114-2138 Carroll avenue,Chicago,IL	2114-2138 Carroll avenue	Chicago	IL	19
Kroeschell Brothers Company	444 West Erie street,Chicago,IL	444 West Erie street	Chicago	IL	19
Weller Manufacturing Company	855 West North avenue,Chicago,IL	855 West North avenue	Chicago	IL	19
Chain Belt Company	Eleventh avenue and Park street,Milwaukee,WI	Eleventh avenue and Park street	Milwaukee	WI	19
Bryant Paper Company	,Kalamazoo,MI		Kalamazoo	MI	19
Isaac A. Sheppard & Company	Third and Berks streets,Philadelphia,PA	Third and Berks streets	Philadelphia	PA	19
Cluett. Peabody & Company	433 River Street,Troy,NY	433 River Street	Troy	NY	19
The Krippendorf-Dittmann Company	Sycamore and New streets,Cincinnati,OH	Sycamore and New streets	Cincinnati	OH	19
Walworth Manufacturing Company	128 Federal street,Boston,MA	128 Federal street	Boston	MA	19
Standard Button Company	,Attleboro,MA		Attleboro	MA	19
The Aspinook Company	,Jewett City,CT		Jewett City	CT	19
Reeves Pulley Company	1225 Seventh street,Columbus,IN	1225 Seventh street	Columbus	IN	19
Columbia Hosiery Company	18 Wooster street,New Haven,CT	18 Wooster street	New Haven	CT	19
H. F. Watson Company	,Erie,PA		Erie	PA	19
The New Home Sewing Machine Company	36 South Main street,Orange,MA	36 South Main street	Orange	MA	19
Phoenix Chair Company	,Sheboygan,WI		Sheboygan	WI	19
American Stove Company of N. J.	,St Louis,MO		St Louis	MO	19
J. C. Blair Company	,Huntingdon,PA		Huntingdon	PA	19
American Iron and Steel Manufacturing Company	,Lebanon,PA		Lebanon	PA	19
Boston Belting Company	256 to 260 Devonshire street,Boston,MA	256 to 260 Devonshire street	Boston	MA	19
Gladding McBean & Company	310 Crocker building,San Francisco,CA	310 Crocker building	San Francisco	CA	19
American Wood Working Machinery Company	591 Lyell avenue,Rochester,NY	591 Lyell avenue	Rochester	NY	19
Kelsey Heating Company	215 Rosenbloom building,Syracuse,NY	215 Rosenbloom building	Syracuse	NY	19
The Maltine Company	Eighth avenue and Eighteenth street,Brooklyn,NY	Eighth avenue and Eighteenth street	Brooklyn	NY	19
The D. A. Tompkins Company	,Charlotte,NC		Charlotte	NC	19
Inland Steel Company	First National Bank building,Chicago,IL	First National Bank building	Chicago	IL	19
Swift & Company	Union Stock Yards,Chicago,IL	Union Stock Yards	Chicago	IL	19
John Wiederhold St Company	334 South Centre street,Schenectady,NY	334 South Centre street	Schenectady	NY	19
The Henderson-Ames Company	,Kalamazoo,MI		Kalamazoo	MI	19
The Pioneer Pole and Shaft Company	,Piqua,OH		Piqua	OH	19
Atlas Lumber and Shingle Company	911-914 Alaska building,Seattle,WA	911-914 Alaska building	Seattle	WA	19
Sheldon Axle Company	,Wilkes-Barre,PA		Wilkes-Barre	PA	19
R. B. Seidel Inc	1322 Callowhill street,Philadelphia,PA	1322 Callowhill street	Philadelphia	PA	19
The Marion Steam Shovel Company	West Center street,Marion,OH	West Center street	Marion	OH	19
The Hubley Manufacturing Company	Elizabeth avenue and Plum street,Lancaster,PA	Elizabeth avenue and Plum street	Lancaster	PA	19
The Seneca Falls Manufacturing Company	,Seneca Falls,NY		Seneca Falls	NY	19
P. & F. Corbin. Factories at New Britain	,New Britain,CT		New Britain	CT	19
Martin Brothers	116 Broad  street,New York,NY	116 Broad  street	New York	NY	19
Schoellkopf & Company	Perry and Mississippi streets,Buffalo,NY	Perry and Mississippi streets	Buffalo	NY	19
Gould Coupler Company	30 East Forty-second  street,New York,NY	30 East Forty-second  street	New York	NY	19
Consolidated Pipe Company	,Los Angeles,CA		Los Angeles	CA	19
Curtis & Marble Machine Company	,Worcester,MA		Worcester	MA	19
A. B. Farquhar & Company	Cotton Exchange building,New York,NY	Cotton Exchange building	New York	NY	19
Wm. L. Gilbert Clock Company	45 John  street,New York,NY	45 John  street	New York	NY	19
Globe Knitting Mills (Rambo & Re'gar Inc)	,Norristown,PA		Norristown	PA	19
Story & Clark Piano Company	315-317 Soujh Wabash avenue,Chicago,IL	315-317 Soujh Wabash avenue	Chicago	IL	19
Himmelberger-Harrison Lumber Company	,Cape Girardeau,MO		Cape Girardeau	MO	19
Enterprise Manufacturing Company	,Columbiana,OH		Columbiana	OH	19
Isaac Prouty & Company Inc	,Spencer,MA		Spencer	MA	19
Salmen Brick and Lumber Company Ltd	,Slidell,LA		Slidell	LA	19
Tremont and Suffolk Mills	70 Kilby street,Boston,MA	70 Kilby street	Boston	MA	19
William Sellers & Company Inc	1600 Hamilton street,Philadelphia,PA	1600 Hamilton street	Philadelphia	PA	19
Tarrant Foundry Company	363-425 West Indiana street,Chicago,HI	363-425 West Indiana street	Chicago	HI	19
Max M. Schwarcz & Company	137 Madison avenue,New York,NY	137 Madison avenue	New York	NY	19
Hammill & Gillespie	240-242 Front  street,New York,NY	240-242 Front  street	New York	NY	19
The National Pipe Bending Company	Lloyd and River streets,New Haven,CT	Lloyd and River streets	New Haven	CT	19
S. L. Munson Company	,Albany,NY		Albany	NY	19
Hamilton Manufacturing Company	201 Devonshire street,Boston,MA	201 Devonshire street	Boston	MA	19
